"String ID","Source text","Translation","Context","Path","Filename"
"224","crow on","couronne activée","","","crowon.wav"
"225","crow off","couronne coupée","","","crowof.wav"
"226","RF signal low","signal radio faible","rc-link","","siglow.wav"
"227","RF signal critical","signal radio critique","rc-link","","sigcrt.wav"
"228","LQ","L Q","rc-link","","lq.wav"
"229","RF mode","mode radio","rc-link","","rfmode.wav"
"230","high speed mode active","mode haute vitesse actif","rc-link","","spdmod.wav"
"231","thermal mode on","mode thermique activé","","","thmmod.wav"
"232","normal mode on","mode normal activé","","","nrmmod.wav"
"233","landing mode on","mode atterrissage activé","","","lnding.wav"
"234","acro mode on","mode acro activé","","","acro.wav"
"235","flight mode one","mode de vol un","","","fm-1.wav"
"236","flight mode two","mode de vol deux","","","fm-2.wav"
"237","flight mode three","mode de vol trois","","","fm-3.wav"
"238","flight mode four","mode de vol quatre","","","fm-4.wav"
"239","flight mode five","mode de vol cinq","","","fm-5.wav"
"240","flight mode six","mode de vol six","","","fm-6.wav"
"241","flight mode seven","mode de vol sept","","","fm-7.wav"
"242","flight mode eight","mode de vol huit","","","fm-8.wav"
"243","vario on","vario activé","","","vrion.wav"
"244","vario off","vario coupé","","","vrioff.wav"
"245","flight mode power","mode de vol puissance","","","fm-pwr.wav"
"246","flight mode land","mode de vol atterrissage","","","fm-lnd.wav"
"247","flight mode float","mode de vol float","","","fm-flt.wav"
"248","flight mode speed","mode de vol sport","","","fm-spd.wav"
"249","flight mode fast","mode de vol rapide","","","fm-fst.wav"
"250","flight mode normal","mode de vol normal","","","fm-nrm.wav"
"251","flight mode cruise","mode de vol croisière","","","fm-crs.wav"
"252","flight mode acro","mode de vol acro","","","fm-acr.wav"
"253","flight mode race","mode de vol course","","","fm-rce.wav"
"254","flight mode launch","mode de vol départ","","","fm-lch.wav"
"255","flight mode ping","mode de vol ping","","","fm-png.wav"
"256","flight mode thermal","mode de vol thermique","","","fm-thm.wav"
"257","flight mode thermal left","mode de vol thermique gauche","","","fm-thl.wav"
"258","flight mode thermal right","mode de vol thermique droit","","","fm-thr.wav"
"259","flight mode stabilise","mode de vol stabilisé","","","fm-stb.wav"
"260","flight mode horizon","mode de vol horizon","","","fm-hor.wav"
"261","flight mode angle","mode de vol angle","","","fm-ang.wav"
"262","flight mode idle up 1","mode de vol ralenti haut un","","","fm-id1.wav"
"263","flight mode idle up 2","mode de vol ralenti haut deux","","","fm-id2.wav"
"264","low rate","reilte basse","","","ratlow.wav"
"265","medium rate","reilte moyenne","","","ratmed.wav"
"266","high rate","reilte élevée","","","rathi.wav"
"267","take off","décollage","","","takeof.wav"
"268","sport","sport","","","sport.wav"
"269","pattern","patte","","","pattrn.wav"
"270","3D","trois D","","","3d.wav"
"271","landing","atterrissage","","","landin.wav"
"272","idle up 1","ralenti haut un","","","idleu1.wav"
"273","idle up 2","ralenti haut deux","","","idleu2.wav"
"274","normal mode","mode normal","","","normod.wav"
"275","bank 0","page zéro","","","bank-0.wav"
"276","bank 1","page un","","","bank-1.wav"
"277","bank 2","page deux","","","bank-2.wav"
"278","bank 3","page trois","","","bank-3.wav"
"279","heading lock","verrouillage de cap","","","headlo.wav"
"280","rate mode","mode reilte","","","ratmod.wav"
"281","3D Mode","mode trois D","","","3d-mod.wav"
"282","stabilise mode","mode stabilisé","","","stabmo.wav"
"283","on","activé","","","on.wav"
"284","off","coupé","","","off.wav"
"285","buzzer active","buzzer activé","","","buzact.wav"
"286","crash-flip active","retournement anti-crash actif","multicopter","","crfact.wav"
"287","blackbox active","blackbox activée","","","blkact.wav"
"288","pre-arm active","pré-armement actif","","","preact.wav"
"289","stable mode","mode stable","","","stbmod.wav"
"290","brakes on","freins activés","plane","","brakon.wav"
"291","brakes off","freins coupés","plane","","brakof.wav"
"292","butterfly on","papillon activé","","","btfon.wav"
"293","butterfly off","papillon coupé","","","btfoff.wav"
"294","flaps one","vollet (1)","plane","","flp1.wav"
"295","flaps two","vollets deux","plane","","flp2.wav"
"296","flaps three","vollets trois","plane","","flp3.wav"
"297","flaps four","vollets quatre","plane","","flp4.wav"
"298","flaps five","vollets cinq","plane","","flp5.wav"
"299","wingsweep","balayage d'ailes","plane","","wngswp.wav"
"300","wheelbrakes on","freins de roues activés","plane","","whlbro.wav"
"301","wheelbrakes off","freins de roues coupés","plane","","whlbrf.wav"
"302","manual mode","mode manuel","","","manmod.wav"
"303","acro mode","mode acro","","","acrmod.wav"
"304","angle mode","mode angle","","","angmod.wav"
"305","horizon mode","mode horizon","","","hznmod.wav"
"306","launch mode","mode départ","","","lncmod.wav"
"307","air mode","mode air","","","airmod.wav"
"308","pit mode","mode fosse","","","pitmod.wav"
"309","navigation cruise","nav croisière","autopilot","","navcrs.wav"
"310","navigation course hold","nav maintien de cap","autopilot","","navcsh.wav"
"311","navigation altitude hold","nav maintien d'altitude","autopilot","","navalh.wav"
"312","navigation position hold","nav maintien de position","autopilot","","navpos.wav"
"313","navigation return to home","nav retour au point de départ","autopilot","","navrth.wav"
"314","navigation waypoint","nav point de passage","autopilot","","navwp.wav"
"315","cruise","croisière","autopilot","","cruise.wav"
"316","course hold","maintien de cap","autopilot","","crshld.wav"
"317","altitude hold","maintien d'altitude","autopilot","","althld.wav"
"318","position hold","maintien de position","autopilot","","poshld.wav"
"319","return to home","retour au point de départ","autopilot","","rth.wav"
"320","waypoint","point de passage","autopilot","","waypnt.wav"
"321","manual","manuel","","","manual.wav"
"322","auto","auto","","","auto.wav"
"323","OSD","O S D","video","","osd.wav"
"324","OSD profile","profil O S D","video","","osdprf.wav"
